datno	setno	division	subdivision	calage	calspan	calsigI	calsigD	calsigC	calseqno	c14age	c14sig	c14addsig	c14mulsig	ReservoirAge	ReservoirSig	labid	Date_Modified
7569	20	1	0	41147.0	10	340	0	0.0	356	35880	160	0	1.00	430	200	UCIAMS-21730	2012-12-21
7570	20	1	0	41266.0	10	332	0	0.0	357	36400	400	0	1.00	430	200	NSRL-12298	2012-12-21
7571	20	1	0	41413.0	10	319	0	0.0	358	36430	320	0	1.00	430	200	UCIAMS-21731	2012-12-21
7572	20	1	0	41678.0	10	283	0	0.0	359	37100	500	0	1.00	430	200	NSRL-12299	2012-12-21
7573	20	1	0	41966.0	10	233	0	0.0	360	36810	260	0	1.00	430	200	CAMS-52768	2012-12-21
7574	20	1	0	42216.0	10	195	0	0.0	361	37240	190	0	1.00	430	200	UCIAMS-17582	2012-12-21
7575	20	1	0	42216.0	10	195	0	0.0	362	37660	490	0	1.00	430	200	NSRL-13086	2012-12-21
7576	20	1	0	42476.0	10	185	0	0.0	363	37960	290	0	1.00	430	200	UCIAMS-16551	2012-12-21
7577	20	1	0	42598.0	10	191	0	0.0	364	38200	430	0	1.00	430	200	NSRL-12300	2012-12-21
7578	20	1	0	42691.0	10	198	0	0.0	365	38450	220	0	1.00	430	200	UCIAMS-16552	2012-12-21
7579	20	1	0	42802.0	10	207	0	0.0	366	38010	390	0	1.00	430	200	UCIAMS-21732	2012-12-21
7580	20	1	0	42908.0	10	213	0	0.0	367	39200	520	0	1.00	430	200	NSRL-13087	2012-12-21
7581	20	1	0	43088.0	10	215	0	0.0	368	38920	350	0	1.00	430	200	CAMS-52769	2012-12-21
7582	20	1	0	43275.0	10	202	0	0.0	369	39460	460	0	1.00	430	200	UCIAMS-21733	2012-12-21
7583	20	1	0	43516.0	10	173	0	0.0	370	40700	680	0	1.00	430	200	NSRL-12301	2012-12-21
7584	20	1	0	43888.0	10	192	0	0.0	371	40490	450	0	1.00	430	200	CAMS-53796	2012-12-21
7585	20	1	0	44250.0	10	206	0	0.0	372	41400	640	0	1.00	430	200	NSRL-12302	2012-12-21
7586	20	1	0	44660.0	10	169	0	0.0	373	41480	510	0	1.00	430	200	CAMS-53797	2012-12-21
7587	20	1	0	45151.0	10	237	0	0.0	374	41650	650	0	1.00	430	200	NSRL-12303	2012-12-21
7588	20	1	0	45742.0	10	299	0	0.0	375	44110	700	0	1.00	430	200	CAMS-53798	2012-12-21
7589	20	1	0	46381.0	10	277	0	0.0	376	44200	910	0	1.00	430	200	NSRL-12304	2012-12-21
7590	20	1	0	47048.0	10	193	0	0.0	377	44640	740	0	1.00	430	200	CAMS-53799	2012-12-21
7591	20	1	0	47734.0	10	210	0	0.0	378	45700	1100	0	1.00	430	200	NSRL-12305	2012-12-21
7592	20	1	0	48393.0	10	261	0	0.0	379	46340	920	0	1.00	430	200	CAMS-53800	2012-12-21
7593	20	1	0	49051.0	10	244	0	0.0	380	46900	1270	0	1.00	430	200	NSRL-12306	2012-12-21
7594	20	1	0	49634.0	10	255	0	0.0	381	47500	1100	0	1.00	430	200	CAMS-53801	2012-12-21
