calage,c14agemean,c14sig
486,393.240715,9.663723591
487,392.0114326,9.574668277
488,391.0772504,9.609300913
489,391.5686768,9.655663946
490,393.4732845,9.68163488
491,396.9527603,9.664167675
492,401.2789084,9.578490569
493,406.1995337,9.640274922
494,411.320886,9.605953124
495,415.9373286,9.65535421
496,419.8984576,9.659761783
497,422.87295,9.718521165
498,425.3854666,9.81572318
499,427.4883703,9.844847576
500,429.4359571,9.868189773
501,431.9862809,9.720778636
502,435.3363295,9.794118082
503,439.0674618,9.748716445
504,442.8116431,9.745954722
505,446.5973127,9.814071645
506,450.1471249,9.793034213
507,453.6011618,9.658483572
508,457.0192221,9.835408317
509,459.9735561,9.890537278
510,462.6592275,9.852258193
511,465.4063744,9.906415662
512,468.4288385,9.855863746
513,471.746712,9.91986043
514,475.1884012,9.825035757
515,478.6710875,9.913986879
516,481.79383,9.870748258
517,484.3472697,9.840444271
518,486.5340652,10.07906197
519,487.9098255,10.07883742
520,489.0717141,10.20888853
521,490.0894787,10.24921928
522,491.4392694,10.17431803
523,493.5321195,10.29044646
524,496.5118238,10.20228133
525,500.4440312,10.18441039
526,504.8040109,10.22330607
527,509.6170647,10.24061763
528,514.3434958,10.19592284
529,518.3746,10.17670385
530,521.5549961,9.995287472
531,523.7226479,9.947833037
532,524.8411667,9.913965486
533,525.4343205,9.929673488
534,525.5028492,9.848477674
535,525.8227816,9.894555767
536,526.3803033,9.887301697
537,527.4046726,9.900825333
538,529.0828191,10.1133041
539,531.5160577,10.22014442
540,534.4697326,10.26053647
541,538.2649388,10.38273025
542,542.287325,10.35315443
543,546.4160535,10.33431547
544,550.8572026,10.34284899
545,554.755412,10.30226232
546,558.2535891,10.36633972
547,561.2001072,10.25646762
548,563.7226738,10.50563859
549,565.8402086,10.48709919
550,568.1542941,10.46336559
551,570.8052514,10.47053701
552,574.3133791,10.39083918
553,578.4726136,10.378093
554,583.406077,10.31385305
555,588.9352424,10.35134642
556,594.3426719,10.39345995
557,599.6256038,10.35874912
558,605.0410838,10.38210125
559,610.3597822,10.41244046
560,615.4128212,10.38627964
561,620.2229909,10.40119107
562,624.3445878,10.40974877
563,628.0358593,10.41984935
564,630.8611441,10.40631965
565,633.1909695,10.37327213
566,635.3164264,10.44464712
567,637.3952861,10.43910732
568,639.6628229,10.41658035
569,642.7525232,10.35931931
570,646.3767651,10.3590531
571,650.6601422,10.37805951
572,655.2590682,10.41531036
573,659.3921615,10.45148688
574,662.6395846,10.45840665
575,664.6651327,10.48236342
576,665.152396,10.54753002
577,664.4879121,10.63729677
578,662.4393801,10.7810364
579,659.5144648,10.90774765
580,656.1971704,10.87436381
581,652.6996232,10.84170371
582,649.0918394,10.86129432
583,645.4335317,10.84333497
584,641.818326,10.71477008
585,638.1452832,10.67480671
586,634.9518049,10.68275157
587,631.9201009,10.75497508
588,628.9421155,10.85281228
589,625.9451815,10.83331786
590,622.8953727,10.83633946
591,619.5833035,10.77054715
592,615.8603521,10.72569258
593,611.675905,10.5666731
594,607.4243993,10.45038803
595,602.8373381,10.36009145
596,598.7360274,10.32882537
597,595.1243062,10.28760407
598,592.6034988,10.20604723
599,591.2166878,10.27845965
600,590.5464767,10.31657308
601,590.063085,10.35262832
602,589.8133472,10.29630589
603,589.4083232,10.28334762
604,588.8150562,10.23032163
605,588.0160113,10.07431708
606,587.3793316,9.979772317
607,587.1200313,10.01143877
608,586.9789152,10.17506925
609,587.1817192,10.11152096
610,587.1622632,10.21146174
611,586.9051232,10.22873481
612,586.3887041,10.15949789
613,585.6735132,10.10748117
614,584.6768126,9.996952246
615,583.5709831,9.948265363
616,582.2778794,9.91575696
617,581.2524054,9.860261497
618,580.1067707,9.77732877
619,579.711083,9.872265857
620,579.9835204,9.887567251
621,581.6863177,9.776709536
622,584.3800379,9.84514465
623,588.0528123,9.846815043
624,592.3497395,9.810571827
625,596.8238889,9.795759051
626,601.3929262,9.750370267
627,605.9101661,9.718291443
628,610.2068023,9.71467888
629,614.2068456,9.969528883
630,617.8582678,9.952690723
631,620.9589311,9.912424754
632,623.18432,10.17156971
633,624.6464301,10.18465149
634,625.468624,10.26587452
635,625.7880644,10.4550899
636,625.6245261,10.49226304
637,625.3811409,10.60039202
638,625.21734,10.75865844
639,625.4022896,10.78570917
640,626.0155599,10.83585113
641,627.0265747,10.7567576
642,628.4327843,10.65667814
643,630.6382382,10.6312067
644,633.5033393,10.59456658
645,637.1306095,10.59306351
646,641.3650992,10.56486409
647,645.6220521,10.6233526
648,650.1310522,10.56888148
649,654.6492703,10.66597866
650,659.2132322,10.608921
651,663.6481783,10.56535119
652,667.7415524,10.65695327
653,671.7116038,10.58287827
654,675.0835011,10.6286379
655,677.7662365,10.52973458
656,679.6984217,10.65040494
657,681.3754097,10.78940123
658,682.9418036,10.86478723
659,684.3259613,10.98916991
660,685.8221845,10.97758463
661,687.4695449,10.96503054
662,689.3097156,10.99804924
663,691.5353937,11.01377853
664,693.7519501,10.98124535
665,696.275197,10.9658005
666,699.0346329,10.99594074
667,702.4740195,11.00619933
668,706.5774682,10.99488043
669,711.8376402,11.05592016
670,717.9954185,11.03865274
671,724.7762913,10.96248612
672,731.7589933,10.93176128
673,738.5227258,10.74844007
674,744.5477328,10.6282885
675,749.900238,10.56768211
676,754.1904381,10.53875213
677,757.7812297,10.63086197
678,761.0001554,10.72613131
679,763.9549537,10.85267226
680,767.1641188,10.90301858
681,770.446554,10.87200678
682,773.894404,10.84809128
683,777.5265395,10.74528486
684,781.1568968,10.64339042
685,784.8465591,10.72085535
686,788.3854226,10.68846427
687,791.8692816,10.79124982
688,794.8638114,10.82126485
689,797.6939695,10.86839988
690,799.9609129,10.86803967
691,802.0373951,10.84456618
692,803.4939865,10.82291894
693,804.5028715,10.67223319
694,804.9926592,10.76543086
695,805.3135844,10.71977411
696,806.1878203,10.71433361
697,807.0915468,10.72089652
698,807.8301995,10.8714668
699,808.4315354,10.83391973
700,808.7372351,10.91026437
701,808.5622218,10.85356172
702,807.8980953,10.91825801
703,807.0109255,10.71937153
704,805.9152693,10.81513232
705,804.6947849,10.8798354
706,803.8560021,10.70760592
707,802.8895498,10.83182351
708,802.0446378,10.76987589
709,801.2201518,10.79453176
710,800.166496,10.83007526
711,799.1310861,10.78829428
712,797.8120905,10.84647955
713,796.9948541,10.7257903
714,796.4615667,10.7315663
715,796.5972703,10.6922896
716,797.082752,10.73091298
717,798.0126389,10.75709685
718,799.4923388,10.75974303
719,801.0404219,10.75137557
720,802.7618229,10.75587106
721,804.1447917,10.65681538
722,805.7237989,10.5361884
723,807.4772726,10.52566438
724,809.3411398,10.45463052
725,811.6872334,10.42645465
726,814.9085418,10.42687563
727,818.8236248,10.51037649
728,823.7166055,10.40117321
729,829.3416181,10.34149007
730,835.5795684,10.3844611
731,841.8091087,10.4797375
732,847.8305718,10.36590624
733,852.8594747,10.41416293
734,856.7873008,10.39208336
735,859.7916977,10.48114359
736,862.0963882,10.41962008
737,863.9284351,10.51485749
738,865.4235508,10.44456385
739,866.9682835,10.49580757
740,868.2568498,10.50820598
741,869.3355731,10.52105525
742,870.0985138,10.46862105
743,870.4173403,10.58423375
744,870.4119366,10.61507882
745,870.5887586,10.70036258
746,871.202458,10.68160075
747,872.3319978,10.64803509
748,873.9503438,10.73630047
749,876.1952035,10.70984072
750,878.7902856,10.78645957
751,880.887364,10.81369406
752,882.4187579,10.77079385
753,883.0222108,10.78080485
754,882.4727069,10.69570905
755,880.934126,10.71613185
756,878.7491875,10.71052318
757,876.160953,10.6127785
758,873.51056,10.75987533
759,871.3331851,10.69387476
760,869.841652,10.75843292
761,868.390675,10.72335204
762,867.4038125,10.66577909
763,866.3770316,10.56221838
764,865.1253548,10.68495593
765,863.9698568,10.63685777
766,863.2146476,10.7048188
767,863.0727558,10.66124807
768,863.8316128,10.7463537
769,865.5862339,10.74751119
770,868.1994142,10.7720134
771,871.005283,10.67329479
772,874.1891061,10.55221777
773,877.0465295,10.66004588
774,879.5634523,10.54228903
775,881.5783448,10.5914633
776,882.9112051,10.5148281
777,883.6273779,10.46566819
778,883.5930879,10.57979037
779,883.1553836,10.54191576
780,882.2392783,10.65696154
781,882.0155312,10.50938055
782,882.5040424,10.41502288
783,883.7294243,10.41169994
784,886.1200211,10.3101782
785,889.0167247,10.22631384
786,892.3257813,10.13608068
787,895.7218867,10.16506543
788,899.2691867,10.16809471
789,902.7339815,10.24995329
790,906.2071483,10.3775141
791,910.0246556,10.54696209
792,914.0898506,10.46452793
793,918.5578215,10.65642133
794,923.2990727,10.53650191
795,928.2628752,10.51778158
796,932.7916784,10.55094021
797,936.6414287,10.56007738
798,939.8425657,10.64143972
799,942.1233793,10.64148987
800,943.960843,10.81231005
801,945.4217734,10.76500629
802,946.7927152,10.82909725
803,947.8111012,10.79249006
804,948.9968897,10.65693681
805,949.8874058,10.69905506
806,950.4209884,10.58230034
807,950.4602546,10.57959993
808,949.6302581,10.64402676
809,948.0207109,10.5417234
810,945.9072415,10.55312805
811,943.6938475,10.53613755
812,941.7986174,10.46604639
813,940.2350748,10.55315853
814,939.4747118,10.43043715
815,939.2719984,10.35046009
816,939.691875,10.29798413
817,940.4694415,10.18027199
818,941.5029118,10.12393304
819,942.3356976,10.05600134
820,942.9196379,10.08392684
821,943.3506529,10.01237461
822,943.6867052,9.99753357
823,944.2041923,9.965048723
824,945.5938655,9.976126886
825,947.1106098,10.01606821
826,948.6665337,9.983132971
827,949.9841712,10.04519937
828,950.9536719,9.989963936
829,951.474113,10.13685888
830,952.1681411,10.15942587
831,952.8639355,10.13831437
832,953.9195329,10.14454004
833,954.9997441,10.07872948
834,956.1770509,10.08794518
835,957.5433911,10.1803263
836,958.6978558,10.22084438
837,959.7939301,10.36174032
838,960.5004086,10.44143772
839,960.615095,10.51531757
840,960.5029635,10.49778422
841,960.0342555,10.49712862
842,958.9890673,10.53363163
843,957.4546598,10.44825798
844,955.5270489,10.35029166
845,953.242643,10.46220935
846,950.9724772,10.37110626
847,948.5779702,10.46319095
848,946.7053428,10.5285426
849,945.13768,10.58095125
850,943.9389289,10.46979288
851,943.3940185,10.51695447
852,943.2415288,10.48847609
853,944.1060999,10.56448732
854,945.4585062,10.47533861
855,947.4088418,10.55188984
856,949.9438649,10.50037614
857,952.4696027,10.46727658
858,954.4746118,10.45141018
859,955.8984042,10.4307956
860,956.6143601,10.47887983
861,956.7617639,10.44307765
862,956.4273766,10.47437687
863,955.5581188,10.41231152
864,954.1283062,10.42795855
865,952.0815954,10.50864755
866,949.7622883,10.47253283
867,946.7405508,10.41347731
868,943.1474182,10.3409034
869,939.154117,10.42274359
870,934.6586398,10.2652638
871,930.3122076,10.29989811
872,926.4587506,10.22205763
873,923.7050912,10.34539028
874,922.0854068,10.35360187
875,921.303508,10.33289595
876,920.9662851,10.22254892
877,921.1727986,10.35862677
878,921.0555083,10.27033536
879,921.0471917,10.28769862
880,920.7584223,10.35412624
881,920.6097094,10.41919527
882,920.6638252,10.43776868
883,921.1994614,10.3510827
884,921.4249118,10.39693893
885,921.9708194,10.33605835
886,922.260349,10.28174343
887,922.1162192,10.37385413
888,921.7913569,10.3444055
889,920.8633535,10.49178055
890,919.5962845,10.38583661
891,918.1743167,10.28419714
892,916.5829251,10.20828642
893,914.7513852,10.02337567
894,913.556445,9.987045185
895,914.1526757,10.05900908
896,916.7643958,10.03257243
897,920.8546392,9.978784817
898,925.8936048,9.980537616
899,930.9425288,10.05230881
900,935.9570295,10.20078136
901,940.4087564,10.15706693
902,944.2092628,10.41953195
903,947.4262712,10.41142052
904,950.2003928,10.50606418
905,952.1395438,10.46803213
906,953.6423767,10.55606848
907,954.5648546,10.41016584
908,955.6692185,10.3784831
909,956.992224,10.1976012
910,958.5034864,10.20426257
911,960.6565997,10.02708012
912,963.2217479,10.03744816
913,965.7753484,10.09392963
914,968.7508415,10.06680163
915,971.9279276,10.07029014
916,975.5995368,10.12999002
917,979.6977563,10.00791721
918,983.8987651,10.09945451
919,987.9027068,10.1458894
920,991.8503105,10.15629668
921,995.5412291,10.1444393
922,998.9141316,10.08662601
923,1002.119298,10.17252155
924,1005.610768,10.22684613
925,1009.350477,10.10650034
926,1013.89699,10.08861134
927,1019.149211,10.09408896
928,1024.685814,10.11349614
929,1030.052566,10.08115313
930,1035.011315,10.12179103
931,1039.308402,10.06536927
932,1042.326532,9.972073523
933,1044.442729,10.06327902
934,1045.764559,10.04272645
935,1046.435957,10.08446787
936,1047.022218,10.03854238
937,1047.684543,10.12760458
938,1048.800289,10.23885097
939,1050.153327,10.26820667
940,1051.295397,10.30942709
941,1051.821241,10.34852957
942,1051.283487,10.42594173
943,1049.682782,10.37305038
944,1046.930332,10.33211369
945,1043.588011,10.33270796
946,1039.82715,10.18886967
947,1036.133059,10.21479834
948,1032.827348,10.20451798
949,1030.310012,10.02394102
950,1028.284324,9.887178798
951,1027.17103,9.798712086
952,1027.310371,9.772178848
953,1029.664452,9.777040475
954,1035.004973,9.679164474
955,1043.057322,9.699037321
956,1053.981153,9.672469954
957,1065.977803,9.660439428
958,1076.760375,9.78285124
959,1084.7214,9.750964168
960,1090.346583,9.925562414
961,1093.977012,9.875149843
962,1095.851794,10.00061693
963,1096.453969,10.00506504
964,1096.204981,9.966559096
965,1095.291234,9.933305608
966,1094.146451,10.0706798
967,1093.026498,10.03910901
968,1091.78814,10.09630586
969,1090.98396,10.0925636
970,1091.165197,10.17198612
971,1092.911316,10.16197461
972,1096.041254,10.07885575
973,1099.870789,10.21749033
974,1104.392142,10.12566865
975,1109.105152,10.24436641
976,1112.958987,10.1589626
977,1116.070184,10.18260889
978,1118.075321,10.29342856
979,1118.941008,10.22829272
980,1118.770149,10.42152324
981,1117.607869,10.53021396
982,1116.123791,10.74284297
983,1114.501881,10.84350091
984,1113.382596,10.99843097
985,1112.60223,11.37820171
986,1112.244901,11.77423378
987,1112.1544,12.17275942
988,1112.264889,12.39387657
989,1112.711059,12.52643479
990,1113.371555,12.4583596
991,1114.160545,12.34313533
992,1115.239738,12.02625132
993,1116.376178,11.84966706
994,1117.670468,11.67354031
995,1119.123189,11.60382294
996,1120.599091,11.75035335
997,1122.157259,12.03357435
