calage,c14agemean,c14sig
2976,2878.05249,17.26840428
2977,2876.952012,16.85900015
2978,2875.797745,16.70433975
2979,2874.474522,16.45980141
2980,2873.122891,16.45973107
2981,2871.601088,16.40372635
2982,2870.1707,16.43442942
2983,2868.900144,16.87902985
2984,2867.782172,17.07849183
2985,2866.675529,17.43789029
2986,2865.8533,17.69853634
2987,2865.358591,17.96330569
2988,2865.180959,18.37974744
2989,2865.502504,18.47236083
2990,2865.91168,18.29982716
2991,2867.085537,18.03795637
2992,2868.518786,17.80910201
2993,2870.382976,17.46912312
2994,2872.272662,16.85566546
2995,2874.836348,16.51550863
2996,2877.48378,16.10981498
2997,2880.238425,15.90261424
2998,2883.053317,15.70968643
2999,2885.74338,15.93958972
3000,2888.942597,15.94466001
3001,2891.653779,16.35871378
3002,2894.350785,16.77970364
3003,2896.923096,17.17965715
3004,2899.095267,17.68624194
3005,2901.133988,17.93070165
3006,2902.666572,18.23185892
3007,2903.902061,18.22227342
3008,2904.849285,18.0919541
3009,2905.299935,17.72066599
3010,2905.37113,17.53392691
3011,2905.234532,17.06182504
3012,2904.613696,16.7429146
3013,2904.07241,16.35592291
3014,2903.245142,16.22873988
3015,2902.317482,16.19070878
3016,2901.32065,16.23012203
3017,2900.329966,16.36152858
3018,2899.41345,16.53219051
3019,2898.411722,16.8732502
3020,2897.613556,17.18645408
3021,2896.866096,17.32282449
3022,2896.697822,17.49519897
3023,2896.500048,17.54431801
3024,2896.646899,17.40675535
3025,2896.948456,17.24744494
3026,2897.429169,16.92491745
3027,2897.998438,16.96415442
3028,2898.757324,16.81325968
3029,2899.555952,16.78770441
3030,2900.419628,16.81508744
3031,2901.269695,17.1744474
3032,2902.170927,17.41142561
3033,2902.845389,17.62731747
3034,2903.58532,18.00193112
3035,2904.0855,18.10908711
3036,2904.587713,18.26507636
3037,2904.650452,18.27241942
3038,2904.676975,17.97355775
3039,2904.423513,17.73022492
3040,2903.878468,17.20401663
3041,2903.512715,16.74016516
3042,2902.698523,16.40284781
3043,2902.056209,16.36666425
3044,2901.43746,16.18437769
3045,2900.719154,16.46003057
3046,2899.919259,16.54862088
3047,2899.373256,17.01129754
3048,2898.660942,17.38437715
3049,2898.182934,17.7682774
3050,2897.955695,17.98789857
3051,2897.807955,18.16796634
3052,2897.800084,17.99371979
3053,2898.233867,17.72880797
3054,2898.643936,17.180681
3055,2899.43021,16.76848586
3056,2900.255937,16.15666479
3057,2901.503147,15.87318805
3058,2902.635094,15.55037632
3059,2903.832125,15.32178375
3060,2905.289025,15.27336717
3061,2906.856611,15.44579025
3062,2908.370928,15.45396742
3063,2909.917102,15.26939982
3064,2911.584214,15.09598433
3065,2913.218252,14.8425653
3066,2914.800081,14.64790133
3067,2916.558158,14.69212671
3068,2918.683889,14.85815706
3069,2920.680494,15.13133231
3070,2923.14385,15.51026495
3071,2925.685335,15.80375916
3072,2928.719019,15.71559298
3073,2931.756299,15.56988068
3074,2935.193227,15.33976531
3075,2938.703213,15.04602855
3076,2942.211123,14.87868058
3077,2945.389057,15.01250856
3078,2948.784235,15.21600168
3079,2951.87181,15.38600543
3080,2954.863566,15.51974932
3081,2957.462074,15.44755355
3082,2959.516706,15.32071154
3083,2961.303435,15.00182905
3084,2962.587226,14.69920033
3085,2963.536548,14.58608652
3086,2963.71601,14.60647981
3087,2963.542885,14.74952888
3088,2962.683238,15.0599621
3089,2961.289572,15.22078853
3090,2959.095323,15.03306674
3091,2956.471533,14.97025727
3092,2953.227644,14.69887212
3093,2949.611442,14.38536039
3094,2946.023167,14.22210738
3095,2942.700612,14.29475765
3096,2939.656726,14.42975479
3097,2937.068518,14.70192059
3098,2935.306215,14.61769331
3099,2934.393287,14.46086928
3100,2934.345582,14.39678482
3101,2934.824483,14.42003761
3102,2935.767027,14.43522965
3103,2937.170194,14.69700408
3104,2938.924276,15.1352062
3105,2940.830783,15.37443856
3106,2942.99692,15.52571382
3107,2945.214436,15.6682295
3108,2947.39489,15.6946219
3109,2949.597503,15.71538187
3110,2951.597374,15.86101819
3111,2953.586703,16.13044829
3112,2955.146983,16.50007259
3113,2956.687669,16.96303402
3114,2957.702903,17.57432824
3115,2958.444482,18.09402949
3116,2958.561181,18.32690923
3117,2958.423977,18.65918159
3118,2957.750799,18.63514752
3119,2956.84153,18.57619901
3120,2955.638182,18.46085483
3121,2953.995837,18.15097234
3122,2952.325867,18.07168955
3123,2950.549233,18.08225671
3124,2948.650453,18.27443804
3125,2946.603891,18.33116988
3126,2944.740135,18.61110539
3127,2943.044007,19.09474093
3128,2941.370029,19.43348072
3129,2939.951544,19.66165596
3130,2938.812193,20.10562146
3131,2938.044495,20.2336445
3132,2937.574258,20.11904872
3133,2937.480373,19.82909851
3134,2937.712679,19.46060445
3135,2938.193293,19.10631315
3136,2938.887133,18.49656527
3137,2940.04023,18.18786582
3138,2941.097971,17.76225505
3139,2942.348551,17.49032982
3140,2943.99457,17.39744941
3141,2945.509937,17.35538666
3142,2947.106049,17.6783279
3143,2948.784011,18.10468151
3144,2950.527583,18.46179682
3145,2952.347367,18.96815701
3146,2953.811277,19.34410617
3147,2955.440498,19.61809528
3148,2956.921351,19.87863468
3149,2958.234067,20.09356855
3150,2959.353754,19.74699434
3151,2960.18368,19.48534202
3152,2961.0556,19.25342634
3153,2961.569247,18.56588172
3154,2962.425485,18.03149058
3155,2962.761228,17.61226139
3156,2963.488248,17.425683
3157,2964.223824,17.24386227
3158,2965.129073,17.31238691
3159,2966.150791,17.26968764
3160,2967.659486,17.26972439
3161,2969.300641,16.86482062
3162,2971.552525,16.5562521
3163,2973.872186,15.90176236
3164,2976.541135,15.44500116
3165,2979.440139,15.06619901
3166,2982.166507,14.86811084
3167,2985.188534,14.91557375
3168,2988.074398,14.93276075
3169,2990.617358,15.06139683
3170,2993.161001,15.18976218
3171,2995.346634,15.18210527
3172,2997.129989,15.1034284
3173,2998.714224,14.81265889
3174,3000.020348,14.71638367
3175,3001.238406,14.7163074
3176,3002.364241,14.97048364
3177,3003.276225,15.11196272
3178,3004.21129,15.39358588
3179,3005.239729,15.56624494
3180,3006.090548,15.59394234
3181,3007.338974,15.45765147
3182,3008.46644,15.14396526
3183,3009.387109,15.09906055
3184,3010.234565,15.24022256
3185,3010.89956,15.51600398
3186,3011.258019,15.59517979
3187,3011.220334,15.62174888
3188,3010.993219,15.58070538
3189,3010.491127,15.53475805
3190,3009.474015,15.39789941
3191,3008.416403,15.22971558
3192,3006.974164,15.36222895
3193,3005.603997,15.34630242
3194,3003.812487,15.48442609
3195,3002.085467,15.33482996
3196,3000.445911,15.1266314
3197,2998.726287,14.80554005
3198,2997.495276,14.61850571
3199,2996.223565,14.54787476
3200,2995.662839,14.5354213
3201,2995.229819,14.79635683
3202,2995.594181,14.92745672
3203,2996.629505,14.93872284
3204,2998.038824,14.73382392
3205,3000.306733,14.46845482
3206,3002.745813,14.3234654
3207,3005.449781,14.40403904
3208,3008.412707,14.36074935
3209,3011.582342,14.61025872
3210,3014.5072,14.8041667
3211,3017.542995,14.90620926
3212,3020.11344,14.93906625
3213,3022.477471,14.73486874
3214,3024.707969,14.51979313
3215,3026.638037,14.43664729
3216,3028.277515,14.45814092
3217,3029.66683,14.70383463
3218,3030.99488,15.03985757
3219,3031.817597,15.12336019
3220,3032.601914,15.23562011
3221,3032.945202,15.02843233
3222,3033.203346,14.9835329
3223,3033.386994,14.94002385
3224,3033.590602,15.01981073
3225,3033.957783,14.99707059
3226,3034.655857,14.90749983
3227,3035.403498,14.73125794
3228,3036.480308,14.68927552
3229,3037.538368,14.64616612
3230,3038.705248,14.81608786
3231,3039.854599,14.63768203
3232,3040.885613,14.52800736
3233,3041.827902,14.34721057
3234,3042.813105,14.42504041
3235,3043.557835,14.44673886
3236,3044.311051,14.38164659
3237,3045.021574,14.32874711
3238,3045.694776,14.35403505
3239,3046.20741,14.61269951
3240,3046.86458,14.72492773
3241,3047.155647,14.91941812
3242,3047.915397,14.88046292
3243,3048.581015,14.9428964
3244,3049.262233,15.29307272
3245,3049.97564,15.38378532
3246,3051.238097,15.37100591
3247,3052.441836,15.22696022
3248,3053.82244,15.32253842
3249,3055.59913,15.42280017
3250,3057.503163,15.47529324
3251,3059.622772,15.30504909
3252,3061.947847,15.03691134
3253,3064.232788,14.96736492
3254,3066.345553,15.18690752
3255,3068.227057,15.09805399
3256,3069.760111,14.91336495
3257,3071.208722,14.65161092
3258,3072.39621,14.66055629
3259,3073.261406,14.59297615
3260,3074.126674,14.74283358
3261,3074.991497,14.92016514
3262,3075.713075,15.07035061
3263,3076.648303,14.94967481
3264,3077.574775,14.90778314
3265,3078.649539,14.59957777
3266,3079.740386,14.79950071
3267,3081.259519,14.83671212
3268,3082.78293,15.01737738
3269,3084.536943,15.2017533
3270,3086.543441,15.09845164
3271,3088.806487,15.07754362
3272,3091.159562,15.04171934
3273,3093.577553,15.17570697
3274,3095.574425,15.36953802
3275,3097.344321,15.41042077
3276,3098.729813,15.55032342
3277,3099.473236,15.2951232
3278,3099.98054,15.18798164
3279,3100.022356,15.14050189
3280,3099.358593,15.21884401
3281,3098.298234,15.41759037
3282,3096.64371,15.60121316
3283,3094.469643,15.6491444
3284,3091.957327,15.60756991
3285,3089.11813,15.36531944
3286,3085.883329,15.23573598
3287,3082.51286,15.28399255
3288,3079.39256,15.44916939
3289,3076.256378,15.77491173
3290,3073.618661,16.00404157
3291,3071.218683,15.92157263
3292,3069.261538,15.75153978
3293,3067.504381,15.5811264
3294,3066.028613,15.48632413
3295,3064.763229,15.63679363
3296,3063.295746,15.84360644
3297,3061.982102,16.21050929
3298,3060.547515,16.35610368
3299,3059.013704,16.39328604
3300,3057.215941,16.36557236
3301,3055.789866,16.17750657
3302,3054.125234,16.35841596
3303,3052.538338,16.23609989
3304,3050.914047,16.43468032
3305,3049.623724,16.87686426
3306,3048.152965,17.33783525
3307,3047.010395,17.71773673
3308,3046.07465,18.31283041
3309,3045.237319,18.73410373
3310,3044.782277,19.15520523
3311,3044.373909,19.00547901
3312,3044.221368,19.1327119
3313,3044.458706,18.81299993
3314,3044.832079,18.44762166
3315,3045.372284,18.08137165
3316,3046.227518,17.81149128
3317,3047.15024,17.51377133
3318,3048.223932,17.47778481
3319,3049.628988,17.41141553
3320,3050.912492,17.6093711
3321,3052.500662,17.88372472
3322,3054.181581,18.39084729
3323,3056.066788,18.81545809
3324,3057.918043,19.07294298
3325,3059.77483,19.35434545
3326,3061.827186,19.36297209
3327,3064.019247,19.23594948
3328,3066.068373,19.08579075
3329,3068.179249,18.71457351
3330,3070.199983,18.33033331
3331,3072.539823,17.88546938
3332,3074.55174,17.60832396
3333,3076.676074,17.16800618
3334,3078.896713,17.1207543
3335,3080.944876,17.04985739
3336,3082.818724,17.12908158
3337,3084.719791,17.30197808
3338,3086.605508,17.4511705
3339,3088.453408,17.61279241
3340,3089.972034,17.84412965
3341,3091.510842,17.96970088
3342,3092.987575,17.78451259
3343,3094.201671,17.44992821
3344,3095.440575,17.33634118
3345,3096.551036,16.88564062
3346,3097.549672,16.66998632
3347,3098.578928,16.50203833
3348,3099.670503,16.51548353
3349,3100.668488,16.46189771
3350,3101.790129,16.68493755
3351,3102.885887,17.00230917
3352,3104.093934,17.20399867
3353,3105.508066,17.5067152
3354,3106.80324,17.79661251
3355,3108.443462,17.98331783
3356,3110.041587,18.09999393
3357,3112.097716,18.00410922
3358,3114.016806,17.9557751
3359,3116.078263,17.58712593
3360,3118.343376,17.29247116
3361,3120.79775,17.07059189
3362,3123.132303,16.86044414
3363,3125.770771,16.84820074
3364,3128.295434,16.81609418
3365,3130.709543,17.03772147
3366,3133.33037,17.38292739
3367,3135.957068,17.70645836
3368,3138.459743,18.15221186
3369,3140.88555,18.66787775
3370,3143.110294,18.83119759
3371,3145.459141,19.08918808
3372,3147.539036,19.07777731
3373,3149.672933,19.01491632
3374,3151.733416,18.87813573
3375,3153.496815,18.21860793
3376,3155.273607,18.13958926
3377,3157.080913,17.55110828
3378,3158.662646,17.24216342
3379,3160.413032,16.84230534
3380,3161.866772,16.42891063
3381,3163.491184,16.12988961
3382,3164.935867,15.96990776
3383,3166.507302,15.92288718
3384,3168.092799,16.01522817
3385,3169.510797,16.11563168
3386,3170.90049,16.31348642
3387,3172.507908,16.49564796
3388,3174.116628,16.74162712
3389,3175.57041,16.95488683
3390,3177.346679,16.85096716
3391,3178.950407,16.75421881
3392,3180.570796,16.73378699
3393,3182.441796,16.362662
3394,3184.187238,15.97720378
3395,3186.059006,15.63146951
3396,3187.941257,15.3170655
3397,3189.618712,15.0937267
3398,3191.495051,14.95069985
3399,3193.37083,14.71253527
3400,3195.233891,14.82706726
3401,3197.095531,14.99497316
3402,3198.915331,15.35777046
3403,3200.60581,15.69079517
3404,3202.238535,15.96236209
3405,3203.961805,16.47994997
3406,3205.356938,16.75460393
3407,3206.97371,16.88746268
3408,3208.38314,17.07890964
3409,3209.687273,17.02606207
3410,3210.916878,17.0094839
3411,3212.028616,16.72767188
3412,3213.027934,16.52644173
3413,3213.869418,16.25196225
3414,3214.742378,16.05114007
3415,3215.199516,15.96525125
3416,3215.529889,16.12049961
3417,3215.632119,16.2635307
3418,3215.497916,16.41792779
3419,3215.162252,16.82074485
3420,3214.641832,17.12953948
3421,3213.622698,17.19477682
3422,3212.557297,17.27519204
3423,3210.962627,17.11458746
3424,3209.131147,16.9546177
3425,3207.170872,16.57221924
3426,3204.650768,16.27600292
3427,3202.137057,16.10240516
3428,3199.398638,15.94738498
3429,3196.859101,15.99677976
3430,3194.406852,15.91853209
3431,3192.249111,15.99340817
3432,3190.479814,15.65611194
3433,3188.951953,15.42515794
3434,3187.856839,15.10670068
3435,3187.240042,14.83022983
3436,3187.146912,14.75000599
3437,3187.458831,14.96619515
3438,3188.293869,14.92899326
3439,3189.613319,14.92090011
3440,3191.603737,14.79854731
3441,3194.035536,14.59441031
3442,3196.827764,14.38177639
3443,3200.180175,14.52515941
3444,3203.567666,14.16642172
3445,3207.186773,13.76109735
3446,3210.909023,13.3555809
3447,3214.944248,12.86664294
3448,3219.04132,12.52569727
3449,3223.178813,12.18176528
3450,3227.237018,11.99149572
3451,3231.500968,11.82105338
3452,3235.686252,11.71216697
3453,3240.002074,11.70880724
3454,3244.489564,11.78989934
3455,3248.811136,11.75921647
3456,3253.16306,11.68472624
3457,3257.139686,11.68046075
3458,3260.482979,11.40547224
3459,3263.031872,11.38097964
3460,3264.150738,11.31467342
3461,3264.311897,11.26306867
3462,3263.826223,11.2996773
3463,3263.642713,11.31190778
3464,3264.145591,11.39463786
3465,3265.788512,11.28293178
3466,3268.214133,11.18924563
3467,3271.454686,11.19492133
3468,3274.879301,11.12753171
3469,3278.343451,11.26522927
3470,3280.961963,11.17095555
3471,3282.177962,11.20550413
3472,3281.474911,11.16911494
3473,3278.646818,11.26103126
3474,3274.447825,11.21293742
3475,3270.248678,11.24024626
3476,3266.761356,11.22235745
3477,3265.613817,11.21648752
3478,3266.898715,11.15154373
3479,3270.389505,11.3389336
3480,3275.85829,11.15476722
3481,3281.700596,11.25637742
3482,3287.139121,11.34641181
3483,3291.134551,11.27886182
3484,3294.04549,11.24886337
3485,3296.137116,11.19708064
3486,3297.534264,11.10704881
3487,3299.245615,11.12810873
3488,3300.859482,11.17943982
3489,3302.733641,11.18943546
3490,3304.743216,11.1776944
3491,3306.662328,11.27452834
3492,3308.917014,11.2727916
3493,3311.091956,11.20569973
3494,3313.593012,11.29096968
3495,3315.926484,11.29705013
3496,3318.198045,11.30544851
3497,3320.330671,11.28576202
3498,3321.791256,11.311162
3499,3322.597892,11.37248149
3500,3322.389415,11.37954379
3501,3321.2466,11.31749842
3502,3319.330693,11.37449888
3503,3316.772723,11.37132483
3504,3314.007424,11.30691381
3505,3311.256482,11.37720781
3506,3309.605444,11.2854998
3507,3309.472338,11.29764268
3508,3311.139921,11.31554777
3509,3313.500928,11.43685294
3510,3315.967213,11.35061566
3511,3318.373583,11.397885
3512,3320.066424,11.46137581
3513,3321.058746,11.29722247
3514,3321.863937,11.5111642
3515,3322.390513,11.34081831
3516,3323.002706,11.37296266
3517,3324.120964,11.40777034
3518,3324.781943,11.45084395
3519,3325.159057,11.42868575
3520,3325.085766,11.37318799
3521,3324.243301,11.41984039
3522,3322.808053,11.43019023
3523,3320.561116,11.43938166
3524,3318.319166,11.38732557
3525,3316.002688,11.29863473
3526,3314.31652,11.36261439
3527,3313.166582,11.36691589
3528,3312.859685,11.17933572
3529,3312.537407,11.18072239
3530,3312.38182,11.14239793
3531,3312.290838,11.17221383
3532,3311.764597,11.20704307
3533,3310.911463,11.09703909
3534,3310.144125,11.13122347
3535,3308.97511,11.1159783
3536,3308.123812,11.08644916
3537,3308.030825,11.02037157
3538,3308.566062,11.01765113
3539,3308.728372,11.11590471
3540,3308.165401,11.10528096
3541,3306.799839,11.0737534
3542,3304.563156,11.02843342
3543,3302.389376,10.98588009
3544,3301.092427,10.99491579
3545,3301.21353,11.15762024
3546,3302.973076,11.08557722
3547,3305.102169,11.08151806
3548,3307.680379,10.98143676
3549,3309.990529,11.0284262
3550,3311.675013,11.06032024
3551,3312.445144,11.01940566
3552,3312.519988,10.98663126
3553,3312.168563,11.0198351
3554,3311.380517,11.08506052
3555,3310.648726,10.92110307
3556,3310.578876,10.95975274
3557,3311.612222,10.93119666
3558,3313.916488,11.0228291
3559,3316.704211,10.95367126
3560,3319.888395,11.00092599
3561,3323.258799,11.05650704
3562,3326.28424,11.01758354
3563,3329.418758,10.94276532
3564,3332.698857,11.0282728
3565,3335.911356,10.95064873
3566,3339.110156,11.10208786
3567,3341.725573,11.04689636
3568,3344.326732,11.02246624
3569,3346.875909,11.02175279
3570,3350.091793,11.08782333
3571,3353.628398,11.1313723
3572,3357.124511,11.08582508
3573,3360.623468,11.140847
3574,3364.165502,11.15716564
3575,3367.259028,11.16447244
3576,3369.804678,11.27070677
3577,3371.875917,11.26889163
3578,3373.192872,11.27607095
3579,3374.287722,11.31505724
3580,3375.048036,11.35431664
3581,3375.734177,11.42316504
3582,3376.689843,11.32174299
3583,3377.348789,11.37640414
3584,3378.239336,11.28523247
3585,3379.141072,11.37229735
3586,3379.757882,11.36896991
3587,3380.258481,11.34235883
3588,3380.450954,11.4142821
3589,3380.936064,11.44535685
3590,3381.502313,11.38112879
3591,3382.558523,11.34921542
3592,3384.099962,11.25272003
3593,3386.195404,11.39717752
3594,3388.640157,11.42630488
3595,3391.179895,11.46656208
3596,3392.608613,11.36226695
3597,3393.001203,11.38169621
3598,3392.19883,11.38322119
3599,3390.314393,11.34229628
3600,3387.586764,11.39973399
3601,3384.849627,11.43604831
3602,3382.274258,11.35042573
3603,3380.171335,11.56975079
3604,3378.529931,11.32012685
3605,3377.353398,11.3098004
3606,3376.454484,11.26562848
3607,3375.680154,11.35745113
3608,3375.073928,11.39518493
3609,3374.224456,11.40868483
3610,3373.335461,11.23746769
3611,3372.872376,11.46613458
3612,3372.486615,11.3630658
3613,3372.659654,11.41532974
3614,3373.727588,11.36800668
3615,3375.002414,11.46827329
3616,3376.599253,11.40041596
3617,3378.15644,11.53261546
3618,3379.552146,11.5317997
3619,3380.390677,11.44479252
3620,3381.027727,11.59159946
3621,3381.295705,11.61260906
3622,3381.43073,11.52406079
3623,3381.52382,11.51013451
3624,3381.799676,11.54438547
3625,3382.074071,11.53111341
3626,3382.07613,11.70205108
3627,3382.340109,11.72822891
3628,3382.28212,11.65221058
3629,3382.33351,11.86510876
3630,3382.840456,11.9506091
3631,3383.312382,12.07927112
3632,3383.983153,12.24603577
3633,3384.835649,12.19985957
3634,3385.981944,12.32476576
3635,3387.765693,12.52391038
3636,3389.882588,12.59966793
3637,3392.936251,12.745509
3638,3396.458724,12.7730104
3639,3400.478432,12.81566797
3640,3404.828571,12.91853272
3641,3408.936742,12.86156648
3642,3412.86878,12.92753424
3643,3416.315645,12.8746945
3644,3419.172957,12.75076274
3645,3422.01563,12.94350353
3646,3424.6278,13.09551182
3647,3427.566047,13.31860229
3648,3430.474648,13.59734928
3649,3433.272719,13.89065761
3650,3435.866705,14.29219366
3651,3437.774659,15.06124598
3652,3438.973565,15.51539974
3653,3439.361184,15.98237254
3654,3439.07735,16.29127682
3655,3438.131862,16.61050691
3656,3436.82872,16.68658594
3657,3434.937496,16.7168085
3658,3432.622979,16.68761428
3659,3429.981158,16.76166838
3660,3427.106555,16.79479694
3661,3423.961926,16.90399707
3662,3420.834891,17.37997072
3663,3417.470338,17.83204735
3664,3414.113351,18.17608885
3665,3410.82093,18.53584594
3666,3407.674909,19.03659308
3667,3404.739746,19.51162522
3668,3402.037767,19.64315395
3669,3399.70637,19.81596582
3670,3397.472971,19.68154657
3671,3395.793794,19.38027134
3672,3394.545953,18.94404684
3673,3393.493943,18.50171039
3674,3392.675788,18.11145738
3675,3392.675388,17.86481701
3676,3392.690235,17.54013135
3677,3393.187628,17.56995003
3678,3394.179595,17.66736029
3679,3395.403042,17.83950401
3680,3396.865081,18.15997173
3681,3398.968509,18.60539398
3682,3401.187134,18.91350022
3683,3403.816691,19.11307732
3684,3406.882301,19.49147221
3685,3410.262161,19.58913531
3686,3414.086607,19.34660645
3687,3418.094126,19.1638105
3688,3422.366719,18.8021544
3689,3426.533382,18.46402568
3690,3431.079619,18.09213564
3691,3435.294539,17.87866646
3692,3439.73419,17.80676022
3693,3444.176579,17.80286908
3694,3448.06387,17.8440932
3695,3451.809685,17.91264938
3696,3455.319267,18.21322497
3697,3458.423809,18.41790593
3698,3461.061603,18.64882643
3699,3463.217266,18.70960062
3700,3464.785138,18.57292891
3701,3465.890219,18.39593894
3702,3466.416442,18.10790945
3703,3466.443796,17.74321911
3704,3466.216078,17.2378384
3705,3465.638342,16.86810793
3706,3465.027799,16.56635772
3707,3464.132595,16.45750045
3708,3463.327149,16.47184871
3709,3462.647487,16.59637598
3710,3462.04377,16.90739757
3711,3461.667902,17.15327232
3712,3461.414023,17.4887047
3713,3461.649918,17.7539082
3714,3462.401487,17.82920608
3715,3463.407558,18.01279905
3716,3465.244599,17.81430173
3717,3467.398349,17.62353809
3718,3469.852122,17.25405696
3719,3472.933118,17.04176493
3720,3475.846813,16.60946617
3721,3479.171462,16.3327635
3722,3482.598741,15.96516694
3723,3486.210392,15.86785959
3724,3489.783989,15.8833138
3725,3493.210227,15.94919775
3726,3496.608208,16.2079188
3727,3499.875543,16.50389369
3728,3502.784731,16.75780877
3729,3505.383399,17.03170483
3730,3507.656756,17.29013389
3731,3509.558168,17.30372436
3732,3511.025751,17.35543723
3733,3511.924623,17.4246704
3734,3512.549387,17.07111018
3735,3512.848421,16.76530099
3736,3512.632486,16.58698868
3737,3512.224422,16.19640251
3738,3511.371059,16.0101145
3739,3510.541452,15.94297466
3740,3509.232908,15.99388282
3741,3507.812439,16.00424532
3742,3506.304204,16.11231764
3743,3504.650294,16.3867431
3744,3502.962469,16.69315429
3745,3501.039077,16.96718579
3746,3499.337388,17.37226452
3747,3497.515599,17.72801718
3748,3495.80668,17.96729835
3749,3494.058901,18.15945632
3750,3492.310692,18.10709954
3751,3491.002405,18.02963946
3752,3489.412185,17.89841079
3753,3488.422609,17.58770002
3754,3487.307401,17.2443959
3755,3486.673019,16.91575587
3756,3485.802056,16.61419417
3757,3485.400567,16.47613797
3758,3485.151372,16.24506707
3759,3485.016469,16.37159528
3760,3485.276231,16.44941228
3761,3485.55822,16.73328595
3762,3486.124407,17.08406813
3763,3486.814642,17.499897
3764,3487.822945,17.93056231
3765,3489.314284,18.23128025
3766,3490.770945,18.40181541
3767,3492.486183,18.56572904
3768,3494.478549,18.68546376
3769,3496.680762,18.53068044
3770,3499.227109,18.49299235
3771,3501.898442,18.14468536
3772,3504.692478,17.81347749
3773,3507.500023,17.73311542
3774,3510.28031,17.55651365
3775,3512.923772,17.57931553
3776,3515.555283,17.7202066
3777,3517.846593,17.93921635
3778,3519.822251,18.34841092
3779,3521.620603,18.87290933
3780,3522.80853,19.22994416
3781,3523.802604,19.55128606
3782,3524.105943,19.71905823
3783,3523.888325,20.04656857
3784,3523.192949,20.07430854
3785,3521.911606,19.81370258
3786,3519.79199,19.41815888
3787,3517.286512,19.15859837
3788,3514.384073,18.71619198
3789,3511.315601,18.28675987
3790,3507.645832,18.09997039
3791,3504.160161,18.0158751
3792,3500.306982,18.08962994
3793,3496.454972,18.11657421
3794,3492.460007,18.31804855
3795,3488.654865,18.58545688
3796,3484.771573,18.7704877
3797,3481.046548,19.06249312
3798,3477.844129,19.0049087
3799,3474.884842,19.03379232
3800,3472.220793,18.84284874
3801,3469.612677,18.61872323
3802,3467.775739,18.2427305
3803,3465.890777,17.84318079
3804,3464.56353,17.65381602
3805,3463.408153,17.5851326
3806,3462.74783,17.52126803
3807,3462.354839,17.61718696
3808,3462.078057,17.78517443
3809,3462.2832,18.19020494
3810,3462.944929,18.57844058
3811,3463.693318,18.87563471
3812,3464.718003,19.18146573
3813,3466.242412,19.44956048
3814,3467.972223,19.45564108
3815,3470.033851,19.2900833
3816,3472.268023,19.09954265
3817,3474.755999,18.53362519
3818,3477.543251,18.2324205
3819,3480.580158,17.74654337
3820,3483.579187,17.2767491
3821,3486.968922,16.78006577
3822,3490.479751,16.57209215
3823,3493.821372,16.46805357
3824,3497.552754,16.43681902
3825,3501.225165,16.73434948
3826,3505.073879,16.94560639
3827,3508.831722,17.29210814
3828,3512.584996,17.63914777
3829,3516.178958,17.97619705
3830,3519.991539,18.28533861
3831,3523.557272,18.33056094
3832,3527.066134,18.30238494
3833,3530.528831,18.29545586
3834,3533.857857,17.9751983
3835,3537.199349,17.65280368
3836,3540.322374,17.39487311
3837,3543.285051,17.22922051
3838,3546.179064,17.01523451
3839,3549.014451,16.82011947
3840,3551.524025,16.86767123
3841,3554.053414,16.86128867
3842,3556.282375,17.18825425
3843,3558.51894,17.38512554
3844,3560.484846,17.95025607
3845,3562.244219,18.23869225
3846,3563.911723,18.74216723
3847,3565.390555,19.02726506
3848,3566.445811,19.35822909
3849,3567.629293,19.52726955
3850,3568.464692,19.55164804
3851,3568.921766,19.46642657
3852,3569.220603,19.18272631
3853,3569.591285,18.80164816
3854,3569.596954,18.48576665
3855,3569.485289,18.16182099
3856,3569.524045,17.79888763
3857,3569.111456,17.60361209
3858,3568.788203,17.33009017
3859,3568.383681,17.621216
3860,3568.140357,17.75477377
3861,3567.637219,18.12200107
3862,3567.435279,18.43105303
3863,3567.130682,18.58650356
3864,3566.951114,19.03468537
3865,3566.853178,19.2117533
3866,3566.87791,19.39094783
3867,3567.030544,19.35777385
3868,3567.406431,19.24894511
3869,3567.989768,18.93373541
3870,3568.494302,18.52804243
3871,3569.256079,18.07124394
3872,3570.205782,17.60123901
3873,3571.11126,17.23882904
3874,3572.194341,16.77461657
3875,3573.325511,16.5221836
3876,3574.426466,16.38998477
3877,3575.556513,16.18659662
3878,3576.80007,16.19123166
3879,3577.904876,16.01117933
3880,3579.078078,15.73284626
3881,3580.179134,15.61159679
3882,3581.261785,15.1281447
3883,3582.138053,14.8196501
3884,3583.124078,14.52024731
3885,3583.991662,14.32672558
3886,3584.930004,14.22515936
3887,3585.896632,14.7013885
3888,3586.977898,15.06066531
3889,3588.231031,15.70428382
3890,3589.381376,16.153619
3891,3590.667559,16.54920155
3892,3592.129526,16.71272374
3893,3593.730679,16.74626807
3894,3595.468094,16.51446509
3895,3597.256502,16.25543883
3896,3598.882784,16.17364115
3897,3600.713764,15.99076033
3898,3602.482028,16.01002736
3899,3604.173397,15.93557853
3900,3605.990508,16.07564373
3901,3607.559988,16.22635583
3902,3609.2016,16.31975277
3903,3610.646108,16.4389103
3904,3611.928662,16.2749531
3905,3613.064371,16.36652109
3906,3614.18558,16.05684367
3907,3614.917092,15.96791999
3908,3615.648149,16.01025659
